  1090.00003338     0.90153003     0.25268000     0.89498228    -0.00195270     0.02433700    -0.00192011     0.03895820    -0.08039400
  1105.00001907     1.36290002     0.14932001     1.35925695    -0.01182600     0.04898500    -0.01217638     0.04022110    -0.08232756
  1120.00000477     1.62380004     0.17790000     1.57312500    -0.02484600     0.05361000    -0.02744143     0.04156382    -0.08435412
  1134.99999046     1.79040003     0.14326000     1.77021018    -0.04215900     0.05878900    -0.01917044     0.04299383    -0.08648032
  1149.99997616     1.81340003     0.10394000     1.85992945    -0.06845200     0.06832900    -0.05964970     0.04451956    -0.08871346
  1164.99996185     1.82459998     0.10312000     1.90953911    -0.04325500     0.06100000    -0.08873805     0.04615049    -0.09106151
  1179.99994755     1.88380003     0.07750900     1.91421639    -0.09375100     0.06002900    -0.09673360     0.04789738    -0.09353322
  1195.00005245     1.98060000     0.08559700     1.88443377    -0.10490000     0.05837600    -0.09785548     0.04977244    -0.09613822
  1210.00003815     1.91799998     0.07539200     1.83755990    -0.10183000     0.05076700    -0.10028064     0.05178956    -0.09888704
  1225.00002384     1.77719998     0.08000600     1.78720595    -0.07630600     0.04262100    -0.10537300     0.05396467    -0.10179132
  1240.00000954     1.74389994     0.07445500     1.74117574    -0.14842001     0.03927700    -0.11177541     0.05631605    -0.10486389
  1254.99999523     1.69159997     0.08088700     1.70278075    -0.13835999     0.04175300    -0.11788251     0.05886478    -0.10811890
  1269.99998093     1.67420006     0.06723300     1.67256880    -0.11721000     0.03897000    -0.12269862     0.06163531    -0.11157196
  1284.99996662     1.60000002     0.06085700     1.64962652    -0.10060000     0.03846400    -0.12590346     0.06465608    -0.11524029
  1299.99995232     1.60479999     0.05857000     1.63240104    -0.14612000     0.04210700    -0.12765224     0.06796036    -0.11914292
  1330.00004292     1.62240005     0.04266300     1.60830341    -0.12480000     0.02294800    -0.12845478     0.07558311    -0.12773700
  1360.00001431     1.53910005     0.04328500     1.58819619    -0.11800000     0.02153000    -0.12849155     0.08491230    -0.13754742
  1389.99998569     1.59679997     0.04000600     1.56383019    -0.14126000     0.02214500    -0.12971273     0.09653440    -0.14880225
  1419.99995708     1.59949994     0.04000100     1.53116295    -0.15146001     0.03299500    -0.13208229     0.11131345    -0.16175607
  1450.00004768     1.44029999     0.04259200     1.49024719    -0.12992001     0.03168300    -0.13405117     0.13056008    -0.17665331
  1480.00001907     1.44889998     0.03892600     1.45675050    -0.11679000     0.02939400    -0.13318701     0.15632290    -0.19361319
  1509.99999046     1.32290006     0.03558400     1.33165661    -0.09005200     0.02803500    -0.08497606     0.19189613    -0.21230098
  1539.99996185     1.37629998     0.03252800     1.35031079    -0.04165700     0.02981500    -0.03452433     0.24266254    -0.23100092
  1570.00005245     1.37880003     0.02996400     1.40110041     0.05652400     0.03093600     0.02367631     0.31719121    -0.24401098
  1600.00002384     1.51650000     0.03405300     1.51525268     0.03055800     0.03264400     0.06459966     0.42676885    -0.23464630
  1629.99999523     1.66770005     0.04331000     1.65417886     0.13178000     0.03464100     0.12874316     0.57277904    -0.16104805
  1659.99996662     1.74940002     0.06092200     1.74405248     0.32482001     0.04237800     0.30092699     0.69393709     0.03836591
  1690.00005722     1.55900002     0.13632999     1.64233973     0.51008999     0.04409900     0.54743524     0.64289862     0.31433250
  1720.00002861     1.33969998     0.16121000     1.37153166     0.79123998     0.08861900     0.67217462     0.43452250     0.46449152
  1750.00000000     1.10430002     0.14776000     1.11471426     0.62070000     0.14153001     0.65174155     0.24608918     0.46377998
  1779.99997139     0.94406003     0.06528600     0.92938958     0.50606000     0.12660000     0.58299127     0.13125138     0.40897063
  1809.99994278     0.82743001     0.12232000     0.79575073     0.67730999     0.21648000     0.51599419     0.06753416     0.35046565
  1840.00003338     0.74475998     0.10096000     0.69286857     0.47633001     0.21241000     0.46297292     0.03195596     0.30097090
  1870.00000477     0.66839999     0.10672000     0.60937570     0.48142999     0.16957000     0.42408034     0.01146020     0.26128482
  1899.99997616     0.18215001     0.26374999     0.53988833     0.47595000     0.18706000     0.39672899    -0.00072565     0.22965871
  1929.99994755     0.12028000     0.17396000     0.48194132     0.24903999     0.23835000     0.37803995    -0.00814911     0.20423259
  1960.00003815     0.20016000     0.17124000     0.43436848     0.34433001     0.21423000     0.36537576    -0.01273648     0.18351759
  1990.00000954     0.18317001     0.15181001     0.39651937     0.33967999     0.15688001     0.35641443    -0.01557707     0.16640311
  2019.99998093     0.32819000     0.22573000     0.36789003     0.42552999     0.16016001     0.34913297    -0.01731106     0.15207344
  2049.99995232     0.44791001     0.20621000     0.34795994     0.44382000     0.19244000     0.34178368    -0.01832784     0.13992786
  2079.99992371     0.49781001     0.07536800     0.33612938     0.29152000     0.04712500     0.33287514    -0.01887146     0.12951930
  2109.99989510     0.39078000     0.21906000     0.33170695     0.28018001     0.19913000     0.32115671    -0.01909892     0.12051069
  2140.00010490     0.37298000     0.22668999     0.33392088     0.39146000     0.22441000     0.30560336    -0.01911348     0.11264430
  2170.00007629     0.23078001     0.11836000     0.34194011     0.33565000     0.14114000     0.28540046    -0.01898433     0.10572063
  2200.00004768     0.28514001     0.15268999     0.35489825     0.37446001     0.13203000     0.25992600    -0.01875860     0.09958298
