  1090.00003338    -1.63940001     0.34114999    -1.55831192    -0.00673100     0.03841500    -0.00680272    -1.07713992    -0.56761872
  1105.00001907    -2.19260001     0.16896001    -2.26497365    -0.09851100     0.07773700    -0.11448019    -1.17424561    -0.68822922
  1120.00000477    -2.76110005     0.21874000    -2.73969166    -0.22813000     0.08979900    -0.19858501    -1.28075500    -0.85235280
  1134.99999046    -3.00600004     0.15561000    -3.02374924    -0.50274998     0.08858800    -0.44026039    -1.38963232    -1.08080105
  1149.99997616    -3.16669989     0.12616999    -3.08794499    -0.69533998     0.07887200    -0.74904137    -1.48009278    -1.40395346
  1164.99996185    -3.08439994     0.11455000    -2.99852116    -1.04779994     0.08205400    -1.10079633    -1.49915946    -1.85874470
  1179.99994755    -2.66759992     0.08388700    -2.73939257    -1.57659996     0.07662800    -1.53704207    -1.33031729    -2.45935224
  1195.00005245    -2.12400007     0.07277100    -2.17531774    -2.00440001     0.07595500    -2.00059389    -0.79065989    -3.09647323
  1210.00003815    -1.29250002     0.03887100    -1.26264263    -2.21409988     0.06138900    -2.18083445     0.17952025    -3.41766446
  1225.00002384    -0.39390999     0.00957190    -0.39369990    -1.68719995     0.06466100    -1.74074678     1.19670603    -3.10506756
  1240.00000954     0.03619800     0.01012700     0.03589671    -0.82621998     0.06754600    -0.90985994     1.78190612    -2.38712623
  1254.99999523     0.06213100     0.02917100     0.03001337    -0.24755000     0.08042200    -0.14010457     1.92436860    -1.68886170
  1269.99998093    -0.18977000     0.03471200    -0.18668379     0.36730000     0.05955900     0.40410331     1.84075148    -1.17336521
  1284.99996662    -0.49382001     0.04168000    -0.45764927     0.73664999     0.05493900     0.74314975     1.68301140    -0.82510640
  1299.99995232    -0.79013997     0.04895400    -0.71502961     0.96920002     0.05417400     0.93517479     1.51719431    -0.59294900
  1330.00004292    -1.10570002     0.04380000    -1.11844734     1.02880001     0.03778600     1.05684600     1.23388723    -0.32699726
  1360.00001431    -1.26549995     0.04612500    -1.37692983     0.94003999     0.03458200     1.00151169     1.02425460    -0.19328996
  1389.99998569    -1.50199997     0.04662500    -1.52827113     0.94290000     0.03283000     0.87672091     0.86989773    -0.11961083
  1419.99995708    -1.75129998     0.04955100    -1.60767730     0.84391999     0.04009200     0.73424378     0.75355220    -0.07591925
  1450.00004768    -1.64670002     0.05112100    -1.64084062     0.60751998     0.03895800     0.59950661     0.66347882    -0.04849428
  1480.00001907    -1.68229997     0.04887700    -1.64518335     0.45705000     0.03715900     0.48431605     0.59201235    -0.03050264
  1509.99999046    -1.62479997     0.04552800    -1.63201413     0.34918001     0.03674500     0.39303035     0.53408613    -0.01828417
  1539.99996185    -1.61150002     0.04215200    -1.60838265     0.28145999     0.03829000     0.32585610     0.48626859    -0.00975716
  1570.00005245    -1.56060004     0.03924600    -1.57848614     0.17236000     0.03886900     0.28071842     0.44617249    -0.00367716
  1600.00002384    -1.48430002     0.04331700    -1.54468328     0.22942001     0.04527200     0.25436450     0.41209503     0.00073132
  1629.99999523    -1.48660004     0.05521200    -1.50820056     0.41383001     0.05062800     0.24302602     0.38279247     0.00396892
  1659.99996662    -1.48670006     0.08594700    -1.46961282     0.36539999     0.05922100     0.24282135     0.35733772     0.00636865
  1690.00005722    -1.40910006     0.19799000    -1.42915937     0.28687000     0.06279500     0.24999579     0.33502660     0.00815780
  1720.00002861    -1.39339995     0.24326999    -1.38694570     0.23062000     0.14302000     0.26106101     0.31531560     0.00949500
  1750.00000000    -1.49090004     0.21862000    -1.34306376     0.45995000     0.20980000     0.27287065     0.29777847     0.01049320
  1779.99997139    -1.53009999     0.11721000    -1.29765991     0.32109001     0.23149000     0.28265443     0.28207677     0.01123418
  1809.99994278    -1.29939997     0.17969000    -1.25096631     0.11663000     0.32238001     0.28802595     0.26793837     0.01177806
  1840.00003338    -1.13650000     0.15496001    -1.20330953     0.25391999     0.30972999     0.28697378     0.25514209     0.01216967
  1870.00000477    -1.03480005     0.16998000    -1.15510618     0.13314000     0.25094000     0.27784206     0.24350650     0.01244280
  1899.99997616    -1.52880001     0.42710999    -1.10684879     0.08576100     0.37968999     0.25930508     0.23288120     0.01262323
  1929.99994755    -1.47650003     0.34487000    -1.05908976    -0.13405000     0.49761000     0.23033856     0.22314061     0.01273080
  1960.00003815    -1.14470005     0.40729001    -1.01242306    -0.14002000     0.33197001     0.19018945     0.21417905     0.01278090
  1990.00000954    -1.16890001     0.38023999    -0.96746749    -0.13117000     0.43979999     0.13834681     0.20590704     0.01278559
  2019.99998093    -1.18620002     0.35681999    -0.92484950    -0.22217999     0.29231000     0.07451173     0.19824816     0.01275438
  2049.99995232    -0.90609998     0.43572000    -0.88518991    -0.11788000     0.33726001    -0.00142952     0.19113690     0.01269477
  2079.99992371    -1.05910003     0.21531001    -0.84909177    -0.19907001     0.10752000    -0.08943137     0.18451671     0.01261278
  2109.99989510    -0.83920997     0.31968999    -0.81713065    -0.12870000     0.32010999    -0.18931269     0.17833855     0.01251321
  2140.00010490    -0.72785997     0.49415001    -0.78984677    -0.15408000     0.42499000    -0.30077934     0.17255965     0.01239992
  2170.00007629    -0.63375002     0.14824000    -0.76774008    -0.23509000     0.24560000    -0.42344015     0.16714270     0.01227604
  2200.00004768    -0.55315000     0.25204000    -0.75126486    -0.33423999     0.23672000    -0.55682980     0.16205474     0.01214409
